id,task_type,original_id,text,output
AOC_1583,AOC,2_13640_731,"Extremely boring and hard to read course materials. Both course notes and the textbook are poorly organized , hard to follow, they just throw thousands of words at you and expect you to understand with very little instructions. I enjoyed AFM101 and AFM 102 a lot, but this course disgusts me.","[{'aspect': 'course materials', 'category': 'Course - Course materials', 'opinion': 'Extremely boring and hard to read'}
 {'aspect': 'course notes', 'category': 'Course - Course materials', 'opinion': 'poorly organized , hard to follow'}
 {'aspect': 'textbook', 'category': 'Course - Course materials', 'opinion': 'poorly organized , hard to follow'}
 {'aspect': 'null', 'category': 'Course - Course materials', 'opinion': 'throw thousands of words at you and expect you to understand'}
 {'aspect': 'instructions', 'category': 'Course - Course materials', 'opinion': 'very little'}
 {'aspect': 'AFM101 and AFM 102', 'category': 'Course - Overall', 'opinion': 'I enjoyed'}
 {'aspect': 'this course', 'category': 'Course - Overall', 'opinion': 'disgusts me'}]"
AOC_1584,AOC,1_89_2563_8891,"great teacher! hes funny and a good person, he only makes you do 1 paper a week so he is very easy, and he is very easy on grading","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'great'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'very easy'}
 {'aspect': 'teacher', 'category': 'Staff - Personal traits', 'opinion': 'funny and a good person'}
 {'aspect': 'grading', 'category': 'Staff - Teaching', 'opinion': 'very easy on'}]"
AOC_1585,AOC,2_557_954,"Took online. Really fun and interesting concepts, and course modules were organized well. Quizzes were very ctrl-F-able. Written assignments and infographic took longer if you wanted a good mark, but overall a good interesting bird course.","[{'aspect': 'concepts', 'category': 'Course - Content', 'opinion': 'Really fun and interesting'}
 {'aspect': 'course modules', 'category': 'Course - Overall', 'opinion': 'organized well'}
 {'aspect': 'Quizzes', 'category': 'Course - Assessment', 'opinion': 'ctrl-F-able'}
 {'aspect': 'Written assignments and infographic', 'category': 'Course - Assessment', 'opinion': 'took longer'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'good interesting'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'bird'}]"
AOC_1586,AOC,2_1662_1170,"Difficulty: on one hand, the content is really simple and it takes no time to understand. On the other hand, the assignments are so goddamn long. No amount of skill from cs14x or AP java has saved me from this monkey grinding. Every meaningless hour I spend on these tedious assignments eats away at my soul. Usefulness: this is probably the most practical course I've taken thus far, and I've gotten pretty good with standard linux development tools. That said, it's not worth the time I had to put in( see above).... I'll go finish my assignment now","[{'aspect': 'content', 'category': 'Course - Content', 'opinion': 'takes no time to understand'}
 {'aspect': 'content', 'category': 'Course - Content', 'opinion': 'really simple'}
 {'aspect': 'assignments', 'category': 'Course - Assessment', 'opinion': 'monkey grinding'}
 {'aspect': 'assignments', 'category': 'Course - Workload', 'opinion': 'so goddamn long'}
 {'aspect': 'assignments', 'category': 'Course - Assessment', 'opinion': 'meaningless'}
 {'aspect': 'assignments', 'category': 'Course - Workload', 'opinion': 'tedious'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'most practical'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'not worth the time'}]"
AOC_1587,AOC,1_45_2049_10780,"A test/ week, a lab report/ week. tests are on the begining of the class. You need to study hard and be able to use basic knowledge to solve harder questions on the test. However, you'll learn a lot. Helpful to future study.","[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'You need to study hard'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': ""you'll learn a lot""}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Helpful to future study'}]"
AOC_1588,AOC,2_11091_705,A very fun course to learn about the design process about creating a product( in our case a mobile application). Took with Edith Law and we had no coding nor a midterm or final and the grade was based on weekly milestones regarding the final project.,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'very fun'}]"
AOC_1589,AOC,2_1014_375,Absolute fire course. The middle of the course is tough but push through it!,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Absolute fire'}
 {'aspect': 'The middle of the course', 'category': 'Course - Difficulty', 'opinion': 'push through'}
 {'aspect': 'The middle of the course', 'category': 'Course - Difficulty', 'opinion': 'tough'}]"
AOC_1590,AOC,1_89_842_758,I DO NOT THINK SHE IS A GOOD PROFESSOR..... SHE DID NOT TEACH SO MUCH!,"[{'aspect': 'PROFESSOR', 'category': 'Staff - Overall', 'opinion': 'I DO NOT THINK SHE IS A GOOD'}
 {'aspect': 'SHE', 'category': 'Staff - Teaching', 'opinion': 'DID NOT TEACH SO MUCH'}]"
AOC_1591,AOC,3_485_108_241,"Exeter has great facilities, such a relaxing environment with opportunities everywhere!","[{'aspect': 'facilities', 'category': 'University - Campus & facilities', 'opinion': 'great'}
 {'aspect': 'environment', 'category': 'University - Campus & facilities', 'opinion': 'relaxing'}
 {'aspect': 'opportunities', 'category': 'University - Opportunities', 'opinion': 'everywhere'}]"
AOC_1592,AOC,2_5618_873,"Expect weekly assignments that take roughly 6 hours each. Other than the time consumption, the content is fairly easy and straightforward.","[{'aspect': 'assignments', 'category': 'Course - Workload', 'opinion': 'take roughly 6 hours each'}
 {'aspect': 'content', 'category': 'Course - Content', 'opinion': 'fairly easy and straightforward'}]"
AOC_1593,AOC,2_5840_1355,"Interesting course. If you have even the slightest interest in mental disorders and viewing them from a clinical perspective, you'll enjoy it. Lots of information was covered, but exams were non-cumulative( 2 midterms and a final for F15 term) and fair- if you attend every lecture and keep up with readings it's hard to leave with anything less than an 80.","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Interesting'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': ""it's hard to leave with anything less than an 80""}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': ""you'll enjoy it""}
 {'aspect': 'information', 'category': 'Course - Content', 'opinion': 'Lots of'}
 {'aspect': 'exams', 'category': 'Course - Assessment', 'opinion': 'fair'}]"
AOC_1594,AOC,2_8371_718,Arts and the 4th Industrial Revolution,[]
AOC_1595,AOC,2_5223_503,Grade 12 Data Management was very helpful for this class.,"[{'aspect': 'Grade 12 Data Management', 'category': 'Course - Content', 'opinion': 'very helpful'}]"
AOC_1596,AOC,2_5208_503,"This course is very useful for a variety of disciplines involving statistics. If you have studied math courses, such as data management, in high school, you can definitely take advantage and saves a lot of study time. Otherwise, remember to go and find the TAs or tutors. Some of them are willing to answer your questions. One more tips is that try to use scientific calculators in your midterms and finals. This is undoubtedly beneficial for answering those questions with redundant arithmetic calculations.","[{'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'very useful'}
 {'aspect': 'math courses', 'category': 'Course - Content', 'opinion': 'saves a lot of study time'}
 {'aspect': 'TAs or tutors', 'category': 'Staff - Helpfulness', 'opinion': 'willing to answer your questions'}
 {'aspect': 'scientific calculators', 'category': 'Course - Technology & tools', 'opinion': 'undoubtedly beneficial'}]"
AOC_1597,AOC,1_172_1229_11195,Professor Taormina was very helpful with the material. She is a very beautiful looking woman.,"[{'aspect': 'Professor Taormina', 'category': 'Staff - Helpfulness', 'opinion': 'a very beautiful looking woman'}
 {'aspect': 'Professor Taormina', 'category': 'Staff - Helpfulness', 'opinion': 'very helpful'}
 {'aspect': 'Professor Taormina', 'category': 'Staff - Personal traits', 'opinion': 'a very beautiful looking woman'}]"
AOC_1598,AOC,2_31_794,"A great course, but a little strange if you're used to object oriented programming.","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'great'}
 {'aspect': 'course', 'category': 'Course - Content', 'opinion': 'a little strange'}]"
AOC_1599,AOC,1_37_2591_4025,"I am suprised that some people think his exams are hard. Yes, the average scores were in the 60's but he posts all the lectures online so if you read them you will do fine. I literally only went to class for the tests and I got a B. The reviewers that complained just didnt try very hard. He does have a sarcastic sense of humor but means no harm.","[{'aspect': 'null', 'category': 'Course - Assessment', 'opinion': 'suprised that some people think his exams are hard'}
 {'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'you will do fine'}
 {'aspect': 'He', 'category': 'Staff - Attitude', 'opinion': 'means no harm'}
 {'aspect': 'He', 'category': 'Staff - Personal traits', 'opinion': 'sarcastic sense of humor'}]"
AOC_1600,AOC,1_156_18_1771,"Mixed feelings. He is clearly passionate about public law but the course was not always well laid out. The textbook was bone-dry, and too much class time was spent discussing Rob Ford. Sure, that's tangentially public law-related, but those hours might have been better spent elsewhere.","[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Mixed feelings'}
 {'aspect': 'He', 'category': 'Staff - Teaching', 'opinion': 'clearly passionate about public law'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'not always well laid out'}
 {'aspect': 'textbook', 'category': 'Course - Course materials', 'opinion': 'bone-dry'}
 {'aspect': 'null', 'category': 'Course - Learning activity', 'opinion': 'too much class time was spent discussing Rob Ford'}
 {'aspect': 'those hours', 'category': 'Course - Learning activity', 'opinion': 'might have been better spent elsewhere'}]"
AOC_1601,AOC,1_89_1961_1260,Class was made to be online with how easy it was. Classroom lecture was pointless since all you needed to do was look at previous papers written by students to get an idea on how to write the paper. Does give 20 extra points at the end of the semester for perfect attendance however he adds 20 points to points available so the 20 points become moot,"[{'aspect': 'Class', 'category': 'Course - Difficulty', 'opinion': 'easy'}
 {'aspect': 'Classroom lecture', 'category': 'Course - Learning activity', 'opinion': 'pointless'}
 {'aspect': '20 extra points', 'category': 'Staff - Teaching', 'opinion': 'Does give'}
 {'aspect': '20 extra points', 'category': 'Staff - Teaching', 'opinion': 'become moot'}]"
AOC_1602,AOC,1_172_450_16661,"Ms. Weston knows Calculus and enjoys teaching it. Her grading criteria are clear and her tests aren't easy, but she is fair and offers plenty of extra credit opportunity. Textbook is NOT used, but MyMathLab is used to submit all homework, with instant feedback and unlimited tries on each question.","[{'aspect': 'Ms. Weston', 'category': 'Staff - Teaching', 'opinion': 'enjoys teaching it'}
 {'aspect': 'Ms. Weston', 'category': 'Staff - Knowledge & skills', 'opinion': 'knows Calculus'}
 {'aspect': 'grading criteria', 'category': 'Staff - Teaching', 'opinion': 'clear'}
 {'aspect': 'tests', 'category': 'Course - Assessment', 'opinion': ""aren't easy""}
 {'aspect': 'Ms. Weston', 'category': 'Staff - Attitude', 'opinion': 'fair'}
 {'aspect': 'extra credit opportunity', 'category': 'Staff - Teaching', 'opinion': 'offers plenty of'}
 {'aspect': 'MyMathLab', 'category': 'Course - Technology & tools', 'opinion': 'unlimited tries on each question'}
 {'aspect': 'MyMathLab', 'category': 'Course - Technology & tools', 'opinion': 'instant feedback'}]"
AOC_1603,AOC,2_6554_777,Interesting learning about future business sectors that I might eventually explore.,"[{'aspect': 'learning', 'category': 'Course - Content', 'opinion': 'Interesting'}]"
AOC_1604,AOC,1_187_282_8724,Brenda was awesome! All the material is made up by the State so can't really blame her for the tests or anything. She tries to make it as fun as possible. You HAVE to show up for class and do fairly well on chapter tests. But again these are the states standards for Nursing Assistants not hers. She was awesome though.,"[{'aspect': 'Brenda', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'Brenda', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'Brenda', 'category': 'Staff - Teaching', 'opinion': ""can't really blame her for the tests or anything""}
 {'aspect': 'Brenda', 'category': 'Staff - Teaching', 'opinion': 'tries to make it as fun as possible'}]"
AOC_1605,AOC,2_2082_453,easy up until assignment 9. final exam was brutal and same with the midterm. no curve:(,"[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'easy up until assignment 9'}
 {'aspect': 'final exam', 'category': 'Course - Assessment', 'opinion': 'brutal'}
 {'aspect': 'midterm', 'category': 'Course - Assessment', 'opinion': 'brutal'}
 {'aspect': 'curve', 'category': 'Course - Assessment', 'opinion': 'no'}
 {'aspect': 'curve', 'category': 'Course - Assessment', 'opinion': ':('}]"
